"","kegg_id","gene_name","gene_path"
"LB10_fxndf.K05787","K05787","DNA-binding protein HU-alpha","Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"LB10_fxndf.K05788","K05788","integration host factor subunit beta","Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"LB10_fxndf.K05790","K05790","lipopolysaccharide biosynthesis protein WzzE","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Structural proteins"
"LB10_fxndf.K05792","K05792","tellurite resistance protein TerA","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Signaling proteins"
"LB10_fxndf.K05794","K05794","tellurite resistance protein TerC","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Others"
"LB10_fxndf.K05796","K05796","electron transport protein HydN","Not Included in Pathway or Brite; Unclassified: metabolism; Energy metabolism"
"LB10_fxndf.K05797","K05797","4-cresol dehydrogenase (hydroxylating) flavoprotein subunit [EC:1.17.9.1]","Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation"
"LB10_fxndf.K05798","K05798","LysR family transcriptional regulator, transcriptional activator for leuABCD operon","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB10_fxndf.K05799","K05799","GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB10_fxndf.K05800","K05800","Lrp/AsnC family transcriptional regulator","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB10_fxndf.K05801","K05801","DnaJ like chaperone protein","Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts"
"LB10_fxndf.K05802","K05802","potassium-dependent mechanosensitive channel","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05803","K05803","lipoprotein NlpI","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Structural proteins"
"LB10_fxndf.K05804","K05804","AraC family transcriptional regulator, mar-sox-rob regulon activator","Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"LB10_fxndf.K05805","K05805","CreA protein","Not Included in Pathway or Brite; Poorly characterized; General function prediction only"
"LB10_fxndf.K05807","K05807","outer membrane protein assembly factor BamD","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05808","K05808","putative sigma-54 modulation protein","Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"LB10_fxndf.K05809","K05809","ribosome-associated inhibitor A","Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"LB10_fxndf.K05810","K05810","polyphenol oxidase [EC:1.10.3.-]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB10_fxndf.K05811","K05811","putative lipoprotein","Not Included in Pathway or Brite; Poorly characterized; General function prediction only"
"LB10_fxndf.K05812","K05812","DTW domain-containing protein","Not Included in Pathway or Brite; Poorly characterized; General function prediction only"
"LB10_fxndf.K05813","K05813","sn-glycerol 3-phosphate transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05814","K05814","sn-glycerol 3-phosphate transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05815","K05815","sn-glycerol 3-phosphate transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05816","K05816","sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05817","K05817","LysR family transcriptional regulator, hca operon transcriptional activator","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB10_fxndf.K05818","K05818","IclR family transcriptional regulator, mhp operon transcriptional activator","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB10_fxndf.K05819","K05819","MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05820","K05820","MFS transporter, PPP family, 3-phenylpropionic acid transporter","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05825","K05825","2-aminoadipate transaminase [EC:2.6.1.-]","Metabolism; Amino acid metabolism; Lysine biosynthesis"
"LB10_fxndf.K05832","K05832","putative ABC transport system permease protein","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05833","K05833","putative ABC transport system ATP-binding protein","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05834","K05834","homoserine/homoserine lactone efflux protein","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05835","K05835","threonine efflux protein","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05836","K05836","GntR family transcriptional regulator, histidine utilization repressor","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB10_fxndf.K05837","K05837","rod shape determining protein RodA","Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"LB10_fxndf.K05838","K05838","putative thioredoxin","Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts"
"LB10_fxndf.K05839","K05839","haemolysin expression modulating protein","Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"LB10_fxndf.K05841","K05841","sterol 3beta-glucosyltransferase [EC:2.4.1.173]","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"LB10_fxndf.K05844","K05844","ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]","Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"LB10_fxndf.K05845","K05845","osmoprotectant transport system substrate-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05846","K05846","osmoprotectant transport system permease protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05847","K05847","osmoprotectant transport system ATP-binding protein","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB10_fxndf.K05850","K05850","Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]","Environmental Information Processing; Signal transduction; Calcium signaling pathway | Environmental Information Processing; Signal transduction; cAMP signaling pathway | Environmental Information Processing; Signal transduction; cGMP-PKG signaling pathway | Organismal Systems; Endocrine system; Aldosterone synthesis and secretion | Organismal Systems; Circulatory system; Adrenergic signaling in cardiomyocytes | Organismal Systems; Digestive system; Salivary secretion | Organismal Systems; Digestive system; Pancreatic secretion"
"LB10_fxndf.K05851","K05851","adenylate cyclase, class 1 [EC:4.6.1.1]","Metabolism; Nucleotide metabolism; Purine metabolism | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Vibrio cholerae | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Escherichia coli"
"LB10_fxndf.K05858","K05858","phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]","Metabolism; Carbohydrate metabolism; Inositol phosphate metabolism | Environmental Information Processing; Signal transduction; Rap1 signaling pathway | Environmental Information Processing; Signal transduction; Wnt signaling pathway | Environmental Information Processing; Signal transduction; Apelin signaling pathway | Environmental Information Processing; Signal transduction; Calcium signaling pathway | Environmental Information Processing; Signal transduction; Phosphatidylinositol signaling system | Environmental Information Processing; Signal transduction; Phospholipase D signaling pathway | Environmental Information Processing; Signal transduction; Sphingolipid signaling pathway | Environmental Information Processing; Signal transduction; cGMP-PKG signaling pathway | Cellular Processes; Cellular community - eukaryotes; Gap junction | Organismal Systems; Immune system; Platelet activation | Organismal Systems; Immune system; NOD-like receptor signaling pathway | Organismal Systems; Immune system; Chemokine signaling pathway | Organismal Systems; Endocrine system; Insulin secretion | Organismal Systems; Endocrine system; Glucagon signaling pathway | Organismal Systems; Endocrine system; GnRH signaling pathway | Organismal Systems; Endocrine system; Estrogen signaling pathway | Organismal Systems; Endocrine system; Oxytocin signaling pathway | Organismal Systems; Endocrine system; Relaxin signaling pathway | Organismal Systems; Endocrine system; Thyroid hormone synthesis | Organismal Systems; Endocrine system; Thyroid hormone signaling pathway | Organismal Systems; Endocrine system; Parathyroid hormone synthesis, secretion and action | Organismal Systems; Endocrine system; Melanogenesis | Organismal Systems; Endocrine system; Renin secretion | Organismal Systems; Endocrine system; Aldosterone synthesis and secretion | Organismal Systems; Endocrine system; Cortisol synthesis and secretion | Organismal Systems; Circulatory system; Adrenergic signaling in cardiomyocytes | Organismal Systems; Circulatory system; Vascular smooth muscle contraction | Organismal Systems; Digestive system; Salivary secretion | Organismal Systems; Digestive system; Gastric acid secretion | Organismal Systems; Digestive system; Pancreatic secretion | Organismal Systems; Excretory system; Endocrine and other factor-regulated calcium reabsorption | Organismal Systems; Nervous system; Glutamatergic synapse | Organismal Systems; Nervous system; Cholinergic synapse | Organismal Systems; Nervous system; Dopaminergic synapse | Organismal Systems; Nervous system; Serotonergic synapse | Organismal Systems; Nervous system; Long-term potentiation | Organismal Systems; Nervous system; Long-term depression | Organismal Systems; Nervous system; Retrograde endocannabinoid signaling | Organismal Systems; Sensory system; Phototransduction - fly | Organismal Systems; Sensory system; Inflammatory mediator regulation of TRP channels | Organismal Systems; Environmental adaptation; Circadian entrainment | Human Diseases; Cancers: Overview; Pathways in cancer | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; AGE-RAGE signaling pathway in diabetic complications | Human Diseases; Endocrine and metabolic diseases; Cushing syndrome | Human Diseases; Infectious diseases: Viral; Human cytomegalovirus infection | Human Diseases; Infectious diseases: Parasitic; Amoebiasis | Human Diseases; Infectious diseases: Parasitic; Chagas disease (American trypanosomiasis) | Human Diseases; Infectious diseases: Parasitic; African trypanosomiasis | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
